lambda,t,N
8.733915e-01,3.008609e-01,7.687207e-01
1.842199e-01,1.773819e+00,7.244857e-01
1.539713e+00,2.519741e+00,1.818165e-02
1.555461e+00,1.002865e+00,2.123286e-01
1.110699e+00,1.033760e-01,8.916169e-01
1.417928e-01,1.855453e+00,7.672627e-01
3.051940e-01,1.502516e+00,6.300562e-01
1.274757e+00,1.347173e+00,1.813820e-01
1.637563e+00,3.472040e-01,5.686461e-01
1.794077e+00,2.325172e+00,1.748613e-02
7.136833e-01,2.988346e+00,1.228397e-01
2.700705e-01,1.173427e+00,7.304542e-01
1.789294e+00,8.543728e-01,2.158964e-01
1.991372e+00,7.953157e-01,2.027549e-01
1.875233e+00,1.413837e+00,7.105426e-02
3.324007e-01,2.266064e+00,4.689527e-01
3.353110e-01,6.053853e-01,8.176147e-01
8.617893e-01,6.726057e-01,5.616627e-01
1.486592e+00,1.016019e+00,2.191050e-01
1.938684e-01,1.460836e+00,7.504545e-01
1.986204e+00,1.461886e-01,7.525781e-01
1.250663e+00,2.562180e+00,4.335224e-02
9.143538e-01,1.560860e+00,2.400530e-01
1.154895e+00,1.634262e+00,1.563405e-01
3.269040e-01,2.819055e+00,3.990047e-01
1.787944e+00,2.558220e+00,7.575159e-03
1.754087e+00,2.968031e+00,5.363419e-03
1.916619e+00,1.234317e+00,9.327784e-02
1.922286e+00,5.229965e-01,3.708142e-01
1.186380e+00,9.254479e-01,3.368397e-01
1.747105e+00,1.829626e+00,4.228968e-02
1.531444e+00,2.447942e+00,2.377285e-02
1.803414e+00,7.252845e-01,2.693270e-01
5.040710e-01,5.280952e-01,7.578760e-01
1.109174e+00,3.958213e-01,6.422225e-01
3.214445e-01,3.652667e-01,8.854037e-01
5.996051e-01,6.159909e-02,9.614902e-01
4.371819e-01,2.917367e+00,2.752553e-01
1.286239e+00,2.217575e+00,5.900655e-02
3.521590e-01,8.455965e-01,7.408882e-01
2.478931e-01,6.389138e-01,8.557714e-01
1.830423e+00,1.251074e+00,1.012184e-01
1.600966e+00,2.537494e+00,1.410948e-02
1.176127e+00,8.291587e-01,3.691684e-01
1.726483e+00,2.728862e+00,1.162934e-02
1.001561e+00,1.788739e-01,8.407210e-01
1.426302e+00,3.375455e-01,6.190553e-01
3.697886e-01,2.989560e+00,3.351991e-01
1.037002e+00,1.370928e+00,2.401196e-01
1.204702e+00,2.217348e+00,7.094804e-02
1.729843e+00,2.019939e+00,3.156652e-02
1.086916e+00,3.133812e-01,7.108540e-01
1.877997e+00,2.912270e+00,2.012644e-03
3.996202e-01,2.692935e+00,3.373558e-01
1.996041e+00,1.596085e+00,3.854671e-02
9.955342e-01,2.302633e+00,1.027790e-01
1.785941e+00,1.129735e+00,1.404571e-01
1.237493e+00,2.483623e+00,4.633629e-02
1.236542e+00,2.228509e+00,5.962437e-02
1.985986e+00,4.440626e-01,4.158032e-01
6.850477e-01,2.633863e+00,1.648140e-01
8.406129e-01,2.643399e+00,1.047521e-01
1.234977e+00,6.864993e-01,4.326534e-01
1.452724e+00,2.263006e+00,3.368981e-02
1.950492e+00,2.095844e-01,6.582962e-01
1.146604e+00,2.706062e+00,4.567839e-02
1.676666e-01,2.968504e+00,6.068689e-01
1.432562e+00,2.506667e-01,6.949873e-01
4.694500e-01,2.279912e+00,3.437542e-01
1.772955e+00,1.079992e+00,1.503677e-01
1.213195e+00,1.981647e+00,9.271178e-02
1.455184e+00,2.581809e+00,1.841168e-02
7.797941e-01,9.640667e-01,4.721867e-01
1.273100e+00,3.290609e-01,6.564445e-01
1.687662e+00,5.200700e-02,9.196373e-01
1.187247e+00,8.280255e-01,3.748182e-01
1.660496e+00,1.664937e+00,6.459502e-02
1.390796e+00,2.691607e+00,2.198899e-02
1.427629e+00,5.817781e-01,4.359421e-01
9.949208e-01,9.989953e-01,3.689923e-01
5.945065e-01,2.062208e+00,2.986844e-01
1.421112e+00,1.771079e+00,7.753057e-02
2.399764e-01,2.781867e-01,9.303130e-01
3.087542e-01,7.514393e-01,8.010452e-01
1.418589e+00,7.558086e-01,3.401654e-01
1.424912e+00,2.862213e+00,1.927906e-02
1.043704e+00,6.488221e-01,5.096506e-01
1.973631e+00,1.404080e+00,6.208058e-02
3.634030e-01,2.667278e+00,3.786911e-01
4.621801e-01,2.389043e+00,3.304700e-01
1.053914e+00,4.083871e-01,6.469053e-01
6.263561e-01,8.000348e-01,6.076415e-01
5.797874e-01,2.842987e+00,1.852308e-01
1.541158e-01,2.455212e+00,6.844857e-01
1.065438e+00,1.987875e+00,1.173576e-01
8.261534e-01,9.787202e-01,4.495511e-01
1.849526e+00,2.974688e+00,4.972890e-03
3.281079e-01,9.266877e-01,7.403514e-01
1.838300e+00,2.025526e+00,2.759561e-02
3.243560e-01,1.946412e+00,5.272337e-01
1.874182e+00,2.747253e-01,5.953976e-01
1.039162e+00,1.398487e+00,2.277453e-01
7.838852e-01,1.703520e+00,2.652223e-01
5.162895e-01,2.053985e+00,3.464594e-01
2.151801e-01,1.788707e-01,9.581025e-01
1.766715e+00,8.067853e-01,2.406720e-01
6.731851e-01,2.812910e+00,1.506688e-01
1.032341e+00,1.081632e+00,3.319168e-01
4.710501e-01,2.690337e+00,2.838571e-01
1.375547e+00,2.741162e+00,2.166076e-02
7.064413e-01,1.678937e+00,3.059160e-01
1.301957e+00,4.329270e-01,5.679577e-01
8.582990e-01,2.278185e+00,1.362330e-01
8.212622e-01,7.022936e-01,5.629123e-01
1.679347e+00,9.710197e-02,8.502616e-01
2.563234e-01,3.437978e-01,9.158585e-01
1.063709e+00,1.184010e+00,2.862405e-01
6.425454e-01,7.885231e-01,6.019300e-01
8.800629e-01,9.071057e-02,9.229517e-01
9.498962e-01,3.338338e-01,7.280626e-01
8.593570e-01,4.785335e-01,6.618869e-01
1.081041e-01,7.035908e-01,9.303813e-01
2.037536e-01,8.808795e-01,8.365051e-01
7.002005e-01,1.171110e+00,4.415725e-01
7.683748e-01,2.729935e+00,1.212334e-01
7.516840e-01,1.491115e+00,3.243882e-01
1.619265e+00,2.674888e+00,1.002413e-02
1.415067e+00,1.051162e+00,2.262714e-01
1.009407e+00,2.573876e+00,7.563823e-02
1.395488e+00,1.360358e+00,1.487890e-01
9.332189e-01,2.886902e+00,6.995406e-02
1.115349e+00,6.707181e-01,4.723005e-01
4.303514e-01,1.996237e+00,4.280774e-01
6.094624e-01,2.329119e+00,2.403050e-01
1.201735e-01,1.764498e+00,8.124331e-01
6.326982e-01,2.497712e+00,2.086700e-01
1.946195e+00,1.182063e+00,1.017283e-01
7.342454e-01,1.110529e+00,4.409399e-01
9.772850e-01,2.658875e+00,6.992059e-02
1.088166e+00,7.076265e-01,4.675641e-01
5.634417e-01,2.649468e+00,2.287547e-01
9.932501e-01,5.048993e-01,6.084998e-01
7.278070e-01,4.285540e-01,7.297046e-01
1.460638e+00,2.081103e+00,5.530538e-02
1.824118e-01,2.290163e+00,6.565364e-01
1.350331e+00,1.736103e+00,9.772848e-02
8.566358e-01,7.962993e-01,5.061602e-01
1.009091e+00,9.193928e-01,3.969237e-01
4.907000e-01,1.137841e+00,5.700349e-01
1.356691e+00,6.238373e-01,4.294082e-01
1.989701e+00,2.446437e+00,6.637643e-03
1.414868e+00,6.813883e-01,3.802371e-01
1.685783e-01,3.546512e-01,9.395676e-01
1.844338e+00,1.948692e+00,2.580767e-02
1.540664e+00,1.116449e+00,1.841804e-01
4.229489e-01,1.718954e+00,4.823709e-01
1.186849e+00,2.716361e+00,4.263248e-02
1.549692e+00,1.451020e+00,1.032874e-01
1.835601e+00,1.600615e+00,5.590455e-02
1.284458e+00,1.415154e+00,1.549051e-01
4.283774e-01,1.089685e+00,6.228366e-01
1.706651e+00,2.267776e+00,2.038983e-02
8.616438e-01,1.813603e+00,2.126573e-01
1.231309e+00,9.656785e-01,3.098179e-01
1.030907e+00,2.914708e+00,4.603878e-02
1.395231e+00,2.312572e+00,3.651251e-02
7.359648e-01,2.585827e+00,1.456390e-01
1.085361e+00,2.762366e+00,4.939728e-02
7.019028e-01,1.437815e+00,3.627113e-01
1.690883e+00,1.905269e+00,3.757512e-02
9.167124e-01,5.653171e-01,5.966640e-01
3.824148e-01,2.093515e+00,4.523140e-01
3.617158e-01,2.904948e+00,3.445640e-01
1.356838e+00,1.190529e+00,2.010983e-01
1.311734e-01,2.247290e+00,7.448182e-01
6.108247e-01,9.319319e-01,5.607526e-01
1.787649e+00,4.025129e-01,4.852450e-01
9.047717e-01,5.976714e-01,5.829835e-01
4.061912e-01,1.593131e+00,5.240463e-01
1.799791e+00,7.062819e-01,2.821029e-01
1.594686e+00,3.363909e-01,5.851260e-01
1.569240e-01,1.934242e+00,7.387686e-01
1.479944e+00,2.352635e+00,3.226144e-02
1.700484e+00,1.738093e+00,5.026735e-02
8.859213e-01,7.353430e-02,9.380402e-01
1.232299e+00,1.761680e+00,1.142651e-01
1.994612e+00,1.287843e+00,7.579603e-02
5.508004e-01,3.738756e-01,8.122901e-01
2.126501e-01,1.481938e+00,7.343306e-01
1.507642e+00,1.570233e+00,9.316994e-02
1.351907e+00,1.634781e+00,1.073600e-01
1.045939e+00,1.245106e+00,2.739971e-01
1.310601e+00,2.342566e+00,4.621989e-02
9.078120e-01,2.241500e+00,1.292208e-01
4.530354e-01,2.371101e+00,3.408511e-01
4.238854e-01,2.898021e+00,2.878203e-01
1.852468e+00,1.374596e+00,8.500968e-02
8.228286e-01,1.976087e+00,1.963806e-01
2.753309e-01,1.112153e+00,7.359161e-01
8.109817e-01,1.390685e+00,3.249139e-01
6.659392e-01,2.952478e+00,1.362386e-01
7.426944e-01,2.635039e+00,1.396717e-01
6.431656e-01,2.754577e+00,1.719202e-01
2.864397e-01,1.932755e+00,5.743823e-01
8.478795e-01,1.055067e+00,4.168277e-01
1.212662e+00,1.469191e+00,1.697111e-01
1.246423e+00,1.132922e+00,2.447433e-01
1.941941e+00,1.749405e+00,3.459812e-02
4.101846e-01,1.832146e+00,4.719249e-01
3.912283e-01,1.510352e+00,5.589260e-01
7.451441e-01,3.572830e-01,7.640206e-01
1.257729e+00,3.676521e-01,6.290998e-01
1.096685e-01,1.197218e+00,8.736783e-01
1.741718e+00,2.400064e+00,1.585298e-02
1.729354e-01,2.610814e+00,6.400047e-01
5.087348e-01,9.154978e-01,6.328859e-01
1.877806e+00,2.357507e+00,1.641581e-02
1.943781e+00,1.344058e+00,6.812496e-02
1.758249e+00,1.321357e+00,1.013631e-01
1.990573e+00,2.511375e+00,7.707333e-03
7.385540e-01,2.321646e+00,1.812167e-01
1.734654e+00,2.127445e+00,2.737723e-02
1.159606e+00,8.516226e-01,3.684633e-01
1.603053e+00,2.806033e+00,9.896996e-03
3.590712e-01,2.471383e+00,4.041114e-01
1.715879e+00,2.156791e+00,2.654082e-02
1.560774e+00,2.289846e+00,3.094663e-02
8.327939e-01,1.155661e+00,3.791512e-01
6.558854e-01,1.567441e+00,3.515753e-01
1.573941e+00,1.581889e+00,8.364068e-02
1.561996e+00,1.189103e+00,1.581271e-01
1.335198e+00,2.594745e+00,3.049503e-02
1.727879e+00,2.913997e+00,5.524726e-03
1.414240e+00,1.697678e+00,9.112541e-02
7.248642e-01,7.647921e-01,5.739010e-01
6.415119e-01,2.371945e+00,2.201896e-01
1.399862e+00,5.499706e-01,4.674915e-01
1.287853e+00,3.282239e-01,6.589094e-01
1.593463e-01,7.623171e-01,8.855620e-01
1.189918e+00,2.659926e+00,4.185346e-02
1.751902e+00,2.303045e+00,1.520959e-02
1.173746e+00,2.569881e+00,4.575630e-02
1.632260e+00,4.761767e-01,4.578428e-01
9.611008e-01,3.057645e-01,7.449534e-01
1.431564e+00,3.429146e-01,6.132829e-01
5.127887e-01,1.863527e-01,9.076779e-01
3.246325e-01,2.854762e+00,3.908214e-01
1.082278e+00,1.887463e+00,1.293629e-01
7.643500e-01,3.556941e-02,9.719274e-01
1.462808e+00,3.900053e-01,5.675596e-01
1.110160e-01,6.112157e-01,9.371575e-01
9.805653e-01,3.983007e-01,6.748649e-01
1.037836e+00,8.914807e-01,3.980145e-01
5.438854e-01,1.164383e+00,5.326303e-01
1.077448e+00,2.793104e+00,4.856793e-02
1.867296e+00,2.228685e+00,1.528118e-02
1.842194e+00,4.712497e-01,4.246828e-01
9.279695e-01,1.052376e+00,3.796417e-01
1.267676e+00,2.978850e+00,2.068499e-02
1.684013e+00,1.347144e+00,1.040462e-01
1.196326e+00,1.760834e+00,1.214087e-01
1.169712e+00,8.047456e-01,3.874743e-01
2.115893e-01,9.945766e-01,8.071259e-01
2.911818e-01,7.365974e-01,8.069647e-01
4.028299e-01,1.107467e+00,6.378492e-01
3.093521e-01,5.775945e-01,8.378844e-01
1.298867e+00,4.901445e-01,5.266937e-01
5.081427e-01,2.385725e+00,2.967082e-01
1.083219e+00,2.454256e+00,7.119389e-02
1.802753e+00,2.653921e+00,1.291065e-02
1.634664e+00,4.066221e-01,5.147221e-01
1.067907e+00,1.112443e+00,3.044623e-01
5.816337e-01,2.227497e+00,2.779587e-01
1.649362e+00,7.717713e-01,2.795883e-01
1.109917e-01,2.782370e-01,9.729324e-01
8.398716e-01,1.408388e+00,3.045654e-01
1.939989e-01,2.281127e+00,6.492581e-01
1.707398e+00,2.003383e+00,3.103518e-02
1.510148e-01,8.275123e-01,8.819678e-01
2.270157e-01,1.658110e+00,6.864601e-01
1.829361e+00,2.972917e-01,5.800766e-01
5.489153e-01,1.384422e+00,4.638399e-01
7.384937e-01,3.596543e-01,7.650970e-01
1.965621e+00,1.541614e+00,4.740879e-02
5.468954e-01,2.632989e+00,2.366142e-01
1.508986e-01,2.080794e+00,7.272251e-01
1.397353e+00,1.979515e-01,7.635536e-01
1.129854e+00,1.539020e+00,1.757994e-01
8.280653e-01,8.639000e-01,4.891485e-01
6.440106e-01,1.484229e+00,3.871450e-01
1.649737e+00,2.434220e+00,1.824692e-02
3.652336e-01,1.152308e+00,6.539242e-01
1.962594e+00,2.455675e+00,4.305844e-03
6.899217e-01,4.708087e-01,7.258414e-01
1.441432e+00,2.433099e+00,2.619178e-02
6.734268e-01,1.205017e+00,4.409084e-01
6.967303e-01,1.499790e+00,3.496144e-01
1.087236e+00,1.425782e+00,2.103884e-01
1.942906e+00,6.009208e-01,3.106887e-01
2.493949e-01,1.690656e+00,6.568746e-01
8.001150e-01,2.284958e+00,1.576520e-01
1.016854e+00,2.309217e+00,9.392812e-02
8.670289e-01,6.966809e-01,5.514965e-01
1.661774e+00,1.660594e+00,6.145761e-02
1.158922e+00,1.504846e-01,8.403054e-01
1.074035e+00,2.395670e+00,7.656503e-02
6.612995e-01,2.838808e-02,9.828211e-01
1.214087e+00,5.556162e-01,5.097386e-01
1.426785e+00,2.756630e+00,2.067527e-02
5.931885e-01,1.020465e+00,5.447627e-01
8.988624e-01,2.851831e+00,7.772575e-02
5.101500e-01,1.187290e+00,5.421849e-01
1.546800e+00,2.231428e+00,3.286947e-02
2.959566e-01,1.033508e-01,9.689996e-01
4.183152e-01,2.109638e+00,4.146293e-01
9.972109e-01,2.338185e+00,9.971782e-02
1.777923e+00,1.303203e+00,1.027184e-01
9.431472e-01,2.557888e+00,8.175673e-02
1.005231e+00,1.034094e+00,3.454699e-01
1.774240e+00,2.769903e+00,7.811445e-03
6.445616e-01,1.680797e+00,3.384822e-01
1.089371e+00,6.588224e-01,4.887738e-01
1.209242e+00,1.258522e+00,2.241253e-01
9.188052e-01,1.059471e+00,3.762107e-01
1.825123e+00,8.683849e-01,2.023853e-01
4.908325e-01,2.705287e+00,2.651580e-01
1.748499e+00,1.934241e+00,3.642883e-02
1.372282e+00,2.613417e+00,2.791099e-02
2.626930e-01,2.711289e+00,4.938566e-01
1.168077e-01,9.549050e-01,8.944945e-01
1.629779e+00,7.764335e-02,8.745788e-01
5.336153e-01,2.788998e+00,2.276975e-01
4.370485e-01,2.277682e-01,9.096687e-01
1.787263e+00,4.658388e-01,4.360106e-01
1.845794e-01,2.512455e+00,6.310967e-01
1.119370e+00,1.760414e+00,1.399320e-01
1.428599e+00,1.451770e+00,1.210244e-01
7.918348e-01,2.418345e+00,1.431073e-01
2.459439e-01,2.407233e+00,5.551892e-01
3.097509e-01,5.847729e-01,8.340138e-01
5.663554e-01,2.493886e-01,8.725371e-01
8.993582e-01,6.382632e-01,5.578550e-01
1.131774e+00,1.692109e-01,8.253155e-01
1.529052e+00,6.080520e-01,3.953774e-01
7.749916e-01,2.918839e+00,1.038668e-01
1.263309e+00,2.226080e+00,6.199841e-02
1.012767e+00,1.074443e-01,8.962383e-01
1.566948e+00,1.995207e+00,4.804677e-02
4.465374e-01,7.647524e-01,7.144974e-01
3.827768e-01,1.938187e+00,4.719062e-01
1.145027e-01,1.831105e+00,8.119740e-01
1.202572e+00,6.093231e-01,4.801514e-01
9.671946e-01,1.513790e+00,2.306259e-01
1.776909e+00,2.721650e+00,6.960108e-03
1.484610e+00,1.114779e+00,1.898917e-01
1.134779e+00,2.391710e+00,6.467102e-02
1.324110e+00,8.529705e-01,3.170951e-01
3.694757e-01,1.034545e+00,6.818176e-01
1.575575e-01,1.964558e-01,9.675452e-01
1.790998e+00,6.970150e-01,2.796006e-01
7.021348e-01,1.754527e+00,2.939992e-01
1.344785e+00,1.307884e+00,1.750584e-01
1.800409e+00,2.103838e+00,2.940112e-02
1.911405e+00,3.920534e-01,4.661061e-01
1.968198e+00,9.054578e-01,1.672142e-01
2.790868e-01,3.509276e-01,9.107534e-01
1.690950e+00,1.957485e+00,3.464326e-02
8.520291e-01,1.788249e+00,2.171088e-01
8.079350e-01,1.320797e+00,3.356495e-01
1.073937e+00,2.214267e+00,9.147865e-02
2.236509e-01,2.971555e+00,5.138262e-01
9.732635e-01,3.703613e-01,6.954863e-01
1.898627e+00,9.331225e-01,1.711860e-01
1.276937e+00,2.826728e+00,2.779094e-02
5.467769e-01,1.618947e+00,4.146624e-01
1.352987e+00,2.560286e+00,3.400722e-02
1.640973e+00,1.239359e+00,1.293345e-01
7.359456e-01,4.155248e-01,7.367788e-01
1.028088e+00,2.097501e+00,1.157739e-01
1.882900e+00,1.121494e+00,1.230964e-01
1.582405e+00,5.402593e-01,4.257644e-01
5.725415e-01,2.000084e+00,3.212753e-01
1.558791e+00,1.619458e+00,7.384291e-02
1.531218e-01,1.984410e+00,7.412472e-01
6.792283e-01,2.477099e+00,1.840674e-01
1.721333e-01,2.290421e+00,6.795486e-01
1.244178e+00,8.597914e-01,3.437670e-01
1.330200e+00,9.052780e-01,2.997505e-01
1.910300e+00,1.981434e+00,2.493453e-02
4.176241e-01,2.733721e+00,3.210563e-01
1.273050e+00,1.070928e+00,2.519941e-01
1.041189e+00,1.243349e+00,2.708606e-01
2.760802e-01,1.177548e+00,7.174522e-01
1.359765e+00,2.266935e+00,4.485190e-02
3.701390e-01,2.510560e+00,4.009756e-01
1.699345e+00,2.112016e+00,2.672171e-02
1.394703e+00,1.155027e+00,1.968665e-01
1.668111e+00,2.025070e+00,3.068795e-02
1.228991e+00,1.507217e+00,1.571472e-01
7.331776e-01,1.881170e+00,2.498136e-01
2.266533e-01,1.614050e-01,9.686359e-01
1.045466e+00,2.011382e+00,1.222336e-01
2.122192e-01,2.134355e+00,6.384370e-01
1.713950e+00,5.409250e-01,3.900355e-01
5.941785e-01,2.415026e+00,2.406334e-01
1.637724e+00,2.653659e+00,1.219207e-02
5.815197e-01,1.152954e+00,5.122392e-01
4.953739e-01,5.423596e-01,7.684442e-01
9.512172e-01,5.876991e-01,5.697865e-01
1.844431e+00,1.761506e+00,4.122208e-02
9.993182e-01,1.827667e+00,1.598254e-01
1.040274e-01,7.612818e-01,9.209564e-01
9.583382e-01,1.016589e+00,3.768720e-01
3.371529e-01,6.433965e-01,8.040032e-01
6.206760e-01,1.237993e+00,4.649386e-01
1.120857e+00,2.991584e+00,3.427644e-02
7.411450e-01,1.663376e+00,2.942795e-01
2.827639e-01,1.422371e+00,6.708310e-01
1.606815e+00,1.537918e+00,8.361452e-02
1.509530e-01,6.147651e-01,9.100976e-01
7.656149e-01,1.299666e+00,3.730869e-01
4.702155e-01,4.104851e-02,9.822209e-01
5.922833e-01,2.760579e+00,1.949377e-01
2.889867e-01,4.413350e-01,8.869202e-01
1.852966e+00,2.598836e+00,5.148465e-03
7.793527e-01,4.835221e-01,6.958596e-01
7.342490e-01,1.228212e+00,4.100408e-01
7.808203e-01,3.280608e-01,7.735044e-01
4.105401e-01,2.662957e+00,3.368284e-01
1.301289e+00,1.113270e+00,2.422356e-01
4.122494e-01,2.292532e+00,3.887234e-01
1.509723e+00,1.354398e+00,1.302034e-01
9.816021e-01,1.691404e+00,1.917120e-01
2.228583e-01,9.497214e-01,8.096128e-01
1.646672e-01,2.251071e+00,6.817863e-01
1.546065e+00,8.667460e-02,8.732886e-01
1.024426e+00,9.620425e-01,3.709214e-01
1.044549e+00,1.413657e+00,2.277229e-01
4.206260e-01,3.756082e-01,8.543732e-01
7.480077e-01,6.079844e-01,6.359200e-01
1.088177e+00,2.273348e+00,8.803315e-02
5.604262e-01,2.131469e-01,8.863797e-01
6.667585e-01,2.603865e+00,1.819885e-01
5.524025e-01,8.032605e-01,6.412654e-01
1.710865e+00,2.645306e-01,6.387248e-01
1.492237e+00,1.826451e+00,6.411140e-02
1.806879e+00,2.569176e+00,1.176819e-02
1.253652e+00,1.350739e+00,1.843601e-01
1.447699e+00,2.273274e+00,3.394646e-02
7.785001e-01,1.102529e+00,4.217964e-01
7.078344e-01,2.802979e+00,1.412473e-01
1.642760e+00,2.422495e+00,2.260354e-02
7.411911e-01,1.863390e+00,2.487986e-01
3.851228e-01,4.048922e-01,8.572419e-01
1.302728e+00,2.553749e+00,3.496029e-02
1.081532e-01,1.778544e-01,9.806384e-01
1.326431e+00,1.134675e+00,2.226153e-01
2.265437e-01,2.398801e+00,5.841883e-01
1.574848e+00,1.666259e+00,7.265591e-02
5.379613e-01,2.068780e-01,8.968104e-01
4.829200e-01,2.016354e+00,3.770455e-01
1.389789e-01,2.202111e+00,7.385339e-01
4.541073e-01,8.832978e-01,6.706675e-01
1.637208e+00,4.624389e-01,4.679560e-01
1.887632e+00,1.717162e+00,4.036533e-02
1.618125e-01,2.084442e+00,7.181759e-01
2.597116e-01,1.123980e+00,7.472106e-01
1.211881e+00,2.245945e+00,6.804564e-02
6.659242e-01,1.748799e+00,3.139513e-01
1.948579e+00,4.805628e-01,3.899742e-01
2.947998e-01,9.098552e-01,7.643699e-01
4.160084e-01,1.686569e+00,4.932451e-01
1.021039e+00,1.932259e+00,1.361301e-01
1.890467e+00,1.269504e-01,7.815670e-01
1.431234e+00,1.026085e+00,2.293787e-01
9.354932e-01,6.468379e-01,5.474818e-01
6.463340e-01,1.406831e+00,4.037383e-01
5.015587e-01,4.797069e-01,7.869140e-01
2.067417e-01,3.284360e-01,9.316623e-01
6.664196e-01,2.934047e+00,1.417375e-01
1.616726e+00,2.206237e-01,6.940988e-01
1.005410e+00,2.913892e+00,5.449574e-02
6.611393e-01,2.448183e+00,1.968532e-01
1.666966e+00,4.375944e-02,9.359944e-01
5.659301e-01,8.796455e-01,6.074963e-01
1.085739e+00,2.623515e+00,5.898425e-02
1.347317e+00,1.020086e+00,2.487240e-01
4.133230e-01,1.174858e+00,6.155788e-01
1.328975e+00,6.035017e-01,4.509775e-01
1.876676e+00,1.998661e+00,2.600259e-02
8.968171e-01,1.643821e+00,2.316774e-01
1.237694e+00,6.395643e-01,4.563161e-01
1.207425e+00,2.716639e+00,3.847942e-02
1.004251e+00,1.264539e+00,2.764620e-01
5.688610e-01,2.651724e+00,2.210734e-01
1.253114e+00,1.581502e+00,1.379577e-01
1.041985e+00,2.769138e+00,5.586416e-02
1.842964e+00,1.944501e+00,3.571878e-02
1.312266e+00,1.026520e+00,2.623295e-01
3.455913e-01,2.437301e+00,4.309284e-01
1.411212e+00,5.254716e-01,4.788065e-01
3.968298e-01,1.844585e+00,4.841695e-01
1.640693e-01,7.661373e-01,8.852055e-01
1.568320e+00,9.210163e-01,2.413399e-01
1.435004e+00,2.479675e+00,3.191231e-02
3.683759e-01,2.239099e+00,4.388219e-01
7.045163e-01,2.582709e+00,1.578874e-01
1.449122e+00,1.305124e+00,1.490539e-01
1.187431e+00,2.317815e+00,5.695623e-02
1.106234e+00,2.840916e+00,4.228364e-02
3.083062e-01,9.488692e-01,7.441586e-01
1.609444e+00,4.092541e-02,9.414013e-01
1.678025e+00,6.097861e-01,3.628738e-01
1.009672e+00,1.550907e+00,2.082153e-01
1.920184e+00,2.544395e+00,8.026472e-03
1.566719e+00,2.325448e+00,2.781376e-02
1.538483e+00,1.984933e+00,4.811858e-02
1.567731e+00,7.745160e-01,3.013925e-01
1.072441e+00,5.134553e-01,5.733770e-01
1.425060e+00,5.318941e-02,9.319029e-01
2.958353e-01,1.904033e+00,5.705949e-01
1.935613e-01,1.755063e+00,7.142281e-01
5.137106e-01,2.624164e-01,8.735367e-01
1.133049e+00,1.653661e+00,1.522200e-01
1.791427e+00,6.517478e-01,3.101026e-01
6.133048e-01,2.589887e+00,1.994765e-01
6.017173e-01,1.245329e+00,4.714885e-01
1.330649e+00,2.738208e+00,2.395787e-02
1.204776e+00,4.076416e-01,6.118167e-01
1.817011e+00,3.617441e-01,5.165443e-01
1.289087e+00,2.631722e+00,3.874611e-02
1.973390e+00,1.351066e+00,6.900785e-02
1.440181e+00,1.012207e+00,2.334193e-01
3.342035e-01,1.497812e+00,6.053686e-01
2.207557e-01,2.815666e+00,5.385703e-01
2.314369e-01,1.218243e+00,7.534588e-01
5.434685e-01,1.078040e+00,5.568448e-01
1.375866e+00,2.681901e+00,2.663543e-02
1.264221e+00,2.115979e+00,6.659435e-02
1.015232e+00,8.297710e-01,4.316670e-01
4.255390e-01,1.818197e+00,4.622272e-01
1.773341e+00,1.660748e+00,4.855948e-02
6.274750e-01,2.992568e+00,1.551664e-01
1.113840e+00,9.873760e-01,3.327198e-01
9.780061e-01,1.578323e+00,2.147441e-01
1.762783e+00,2.595997e+00,1.474100e-02
4.196356e-01,2.640975e+00,3.304143e-01
1.733045e+00,1.831773e+00,4.219766e-02
1.854308e+00,1.534339e+00,5.852330e-02
3.666733e-01,1.472734e+00,5.833193e-01
1.156172e+00,6.506383e-01,4.764425e-01
1.158250e+00,6.927372e-01,4.431051e-01
1.915669e-01,2.973207e+00,5.664230e-01
2.535478e-01,1.297547e+00,7.187179e-01
6.374650e-01,9.988343e-02,9.402571e-01
1.468962e+00,1.169569e+00,1.801048e-01
1.203378e+00,1.942160e-01,7.938859e-01
1.852211e+00,2.746431e+00,9.049373e-03
1.933581e+00,2.984473e+00,9.079363e-03
7.443421e-01,3.647130e-01,7.631309e-01
1.925029e+00,2.631794e+00,5.522997e-04
1.604856e-01,2.922286e+00,6.277225e-01
1.861501e+00,2.605288e+00,3.856376e-03
1.186787e+00,1.815214e+00,1.195883e-01
6.424791e-01,1.951042e+00,2.873888e-01
1.843259e+00,1.470091e+00,6.074600e-02
1.277247e+00,1.980507e+00,7.752617e-02
1.471519e+00,1.911382e+00,6.610670e-02
1.648684e-01,1.268955e+00,8.087197e-01
1.640770e+00,2.347506e-01,6.820944e-01
1.340493e+00,5.818802e-01,4.577713e-01
3.533684e-01,6.334477e-01,8.026501e-01
1.178218e+00,2.828046e+00,4.241466e-02
5.876992e-01,5.400823e-01,7.273236e-01
7.121162e-01,9.008534e-01,5.304804e-01
1.767384e+00,2.759425e+00,8.468555e-03
1.256117e+00,1.756307e+00,1.145759e-01
2.708616e-01,1.142608e+00,7.307874e-01
1.118785e+00,1.700131e-01,8.285553e-01
7.112936e-01,5.930944e-01,6.540559e-01
6.019127e-01,8.085006e-02,9.560112e-01
3.068070e-01,1.138694e+00,7.033304e-01
1.036081e+00,2.793680e+00,5.489614e-02
