lambda_,t,N
5.561792e-01,7.545911e-01,6.487450e-01
2.695042e-01,2.214625e-01,9.597619e-01
1.765803e+00,1.650822e-01,6.995304e-01
1.635240e+00,2.967559e+00,3.695881e-02
1.595139e+00,5.744047e-01,4.166762e-01
1.468036e+00,2.812027e+00,2.287450e-02
1.027414e+00,1.501679e+00,2.032917e-01
1.088861e+00,2.878725e+00,8.544796e-02
7.602254e-01,1.570239e+00,2.947170e-01
1.853776e+00,7.862498e-02,8.052932e-01
8.014100e-01,9.450712e-01,5.037584e-01
1.358308e+00,1.345551e+00,1.971315e-01
1.759694e+00,7.809844e-01,2.415113e-01
6.546652e-01,2.413216e+00,2.433248e-01
1.476266e+00,2.563410e+00,1.063053e-02
1.213198e+00,2.680132e+00,5.437713e-02
4.103540e-01,1.975264e+00,4.894406e-01
1.908341e+00,3.041711e-01,5.709422e-01
6.107984e-01,2.198929e-01,8.604853e-01
3.708517e-01,2.819819e+00,3.762225e-01
8.155532e-01,1.127383e+00,4.208902e-01
5.075664e-01,2.544466e+00,3.183830e-01
4.134417e-01,4.242056e-01,8.208362e-01
6.678239e-01,8.896527e-01,5.865271e-01
1.546390e+00,1.988152e+00,2.421219e-02
1.324455e+00,1.944949e+00,8.347229e-02
1.490768e-01,8.723262e-01,8.763713e-01
1.917790e+00,1.946720e+00,1.762182e-02
1.261857e+00,2.033234e+00,9.006187e-02
1.292839e+00,2.525544e+00,4.225050e-02
1.638064e+00,1.023502e+00,1.626661e-01
1.256135e+00,1.776348e+00,1.271346e-01
1.565551e+00,2.312725e+00,4.565975e-02
1.666397e+00,1.674995e+00,1.140893e-02
1.030030e-01,1.536187e+00,8.823147e-01
1.698723e+00,1.421371e+00,5.247084e-02
1.360437e+00,8.027763e-01,3.902922e-01
4.793753e-01,1.876772e-01,9.259090e-01
6.332433e-01,2.792228e+00,1.922994e-01
7.055602e-01,2.952750e-01,8.190281e-01
1.645024e+00,9.038263e-01,2.442055e-01
1.229463e+00,2.102061e+00,6.533575e-02
1.241660e+00,7.555279e-01,4.298999e-01
8.877767e-01,1.216132e+00,3.501885e-01
1.155603e+00,7.933157e-01,4.075777e-01
1.670686e-01,2.710766e+00,6.246628e-01
3.613453e-01,2.868710e+00,3.771152e-01
1.758328e+00,2.336048e+00,8.350416e-03
1.712031e+00,1.114642e+00,9.340109e-02
1.690767e+00,3.698592e-01,5.936529e-01
5.569897e-01,8.412245e-01,6.302772e-01
4.834884e-01,7.840955e-01,7.007432e-01
9.881063e-01,7.229104e-01,5.043017e-01
1.729762e+00,2.478548e+00,2.637864e-02
1.793553e+00,2.386168e+00,2.856384e-02
9.241403e-01,2.647436e-01,7.389854e-01
3.179007e-01,6.607466e-01,8.608995e-01
5.218542e-01,2.810264e+00,2.246224e-01
1.243979e+00,6.635192e-01,4.240559e-01
9.644694e-01,2.478005e+00,7.039576e-02
1.674293e+00,2.774994e-01,6.873835e-01
1.166521e+00,1.790863e+00,1.713907e-01
1.352661e+00,2.422950e+00,4.346955e-02
4.086111e-01,2.483555e+00,3.778002e-01
1.602386e+00,7.143195e-01,3.319305e-01
1.150353e+00,1.052971e-01,9.041524e-01
1.029871e+00,4.405315e-01,6.208828e-01
1.961044e+00,9.000806e-01,1.731634e-01
1.313942e+00,2.892032e+00,-8.992359e-03
7.737136e-01,1.463372e-01,8.961086e-01
9.582140e-01,2.671197e+00,9.839546e-02
3.279549e-01,6.434297e-01,7.888817e-01
1.767974e+00,9.989552e-01,1.688779e-01
1.428458e+00,1.253306e+00,1.628930e-01
1.968117e+00,2.141488e+00,-3.172653e-02
9.244707e-01,1.102458e+00,3.607481e-01
1.086774e+00,2.690502e+00,8.411903e-02
1.388172e+00,2.537608e+00,4.850492e-02
2.292406e-01,2.090873e-01,9.438082e-01
7.246664e-01,2.112306e+00,2.209615e-01
7.237504e-01,2.543400e+00,1.560725e-01
9.312083e-01,1.284139e+00,2.279524e-01
7.936163e-01,6.246215e-01,5.869442e-01
1.695216e+00,2.127327e+00,-2.594148e-02
2.771909e-01,1.980081e+00,5.478569e-01
1.911141e+00,2.728260e+00,-4.841785e-02
1.169027e+00,6.038728e-01,5.031864e-01
3.526710e-01,1.734987e+00,5.381859e-01
1.214864e+00,2.406168e+00,2.880203e-02
1.294636e+00,1.774022e+00,1.133246e-01
1.991480e+00,2.247982e+00,4.995838e-02
1.662296e+00,5.035945e-01,3.768723e-01
6.044685e-01,1.256133e+00,4.591593e-01
1.054809e+00,2.784343e+00,4.144469e-02
1.891498e+00,1.617174e+00,9.423521e-02
1.432969e+00,4.581830e-01,5.020219e-01
1.523498e+00,1.569037e+00,4.415356e-02
1.457964e+00,7.022271e-01,3.487136e-01
1.204845e+00,3.281419e-01,6.732271e-01
8.445414e-01,2.191792e+00,1.889285e-01
1.052180e+00,1.028384e+00,3.642079e-01
5.482153e-01,6.563706e-01,6.559979e-01
6.513872e-01,2.159382e+00,2.276926e-01
1.534239e+00,1.633114e+00,2.650099e-02
1.319879e+00,1.272119e+00,2.074430e-01
3.521257e-01,1.077372e-01,9.846779e-01
1.860484e+00,4.230124e-01,4.418943e-01
1.438483e+00,3.031034e-01,6.607232e-01
1.499932e+00,1.037086e+00,2.072281e-01
3.298658e-01,2.811828e+00,3.750915e-01
6.962464e-01,8.271505e-01,5.863896e-01
1.178711e+00,1.431602e+00,2.254715e-01
3.047491e-01,8.741758e-01,7.543976e-01
3.853583e-01,5.524838e-01,7.644863e-01
1.406428e+00,2.752752e+00,7.251756e-03
1.638912e+00,1.370822e+00,1.187623e-01
8.311048e-01,1.869505e+00,2.233636e-01
1.248326e+00,2.349190e+00,2.265657e-02
9.154215e-01,9.817621e-01,4.388977e-01
1.744354e+00,1.490002e+00,8.659647e-02
1.378224e+00,2.679095e+00,5.196178e-02
1.211677e+00,1.556114e+00,1.599014e-01
8.138475e-01,1.945175e+00,1.603380e-01
1.657893e+00,2.851833e+00,-7.073180e-03
2.817228e-01,6.407633e-01,8.754257e-01
1.224260e+00,1.020053e+00,2.671644e-01
1.201145e+00,7.219722e-01,4.536728e-01
1.838948e+00,4.976550e-01,3.578676e-01
1.050620e+00,2.756806e-01,7.172320e-01
3.579426e-01,1.016078e+00,6.620577e-01
8.959522e-01,7.949049e-01,4.881783e-01
1.618817e+00,2.823257e+00,1.327742e-02
2.480280e-01,2.452521e+00,5.543749e-01
3.101044e-01,3.360187e-01,9.014773e-01
1.364986e+00,4.190968e-01,4.999342e-01
9.288553e-01,4.070075e-01,7.127638e-01
9.780380e-01,1.713496e+00,1.777245e-01
1.534029e+00,1.017826e+00,2.226284e-01
1.533534e+00,2.477923e+00,2.971005e-04
3.545476e-01,2.113381e+00,5.142970e-01
2.312986e-01,3.355739e-02,1.015757e+00
7.956817e-01,2.383324e+00,1.301885e-01
3.170567e-01,4.227263e-02,9.624028e-01
4.006239e-01,1.346610e+00,6.164166e-01
1.370849e+00,1.961427e+00,7.319580e-02
1.184629e+00,1.499817e+00,1.289717e-01
1.548291e-01,2.476035e+00,6.802543e-01
1.277450e+00,2.114478e-01,7.802319e-01
1.238750e+00,1.984264e+00,1.370332e-01
4.048951e-01,3.802816e-01,8.678961e-01
1.143769e+00,1.796287e+00,9.988477e-02
2.173279e-01,3.060152e-01,9.580091e-01
3.614335e-01,1.579722e+00,5.989544e-01
1.422798e+00,2.097898e+00,6.462058e-02
1.225561e+00,1.932409e+00,8.180580e-02
1.794429e+00,4.706447e-01,4.725419e-01
1.375486e+00,1.069181e-01,8.390262e-01
3.131847e-01,2.520804e+00,4.773887e-01
9.911839e-01,1.151045e-01,8.954151e-01
1.501913e+00,2.804691e+00,-6.558222e-04
1.699849e+00,2.330787e+00,3.131983e-02
2.674137e-01,6.000895e-01,9.111047e-01
1.336666e+00,1.610927e-01,8.098165e-01
1.735471e+00,3.300908e-01,5.940923e-01
1.358188e-01,6.467268e-01,9.511787e-01
6.464283e-01,7.673232e-01,5.997852e-01
1.681951e+00,8.838314e-01,2.242671e-01
1.790911e+00,1.887920e+00,-5.917121e-03
1.423146e-01,9.017852e-02,9.731544e-01
1.825775e+00,2.058322e+00,6.808492e-02
2.603579e-01,2.263398e+00,5.550026e-01
1.433990e-01,2.214651e+00,7.658160e-01
6.275338e-01,1.565907e-01,8.787741e-01
1.750756e+00,2.966119e+00,4.924281e-02
4.269688e-01,1.938815e+00,3.707748e-01
1.041181e+00,1.284559e+00,2.734406e-01
3.919062e-01,4.623178e-01,8.299077e-01
1.151426e+00,2.530647e+00,7.551710e-02
9.046024e-01,3.629748e-01,6.801327e-01
3.011680e-01,1.650790e+00,5.986221e-01
7.711565e-01,9.689669e-01,4.502306e-01
1.214883e+00,2.074294e+00,6.367288e-02
5.142035e-01,2.630438e+00,2.336927e-01
4.177381e-01,7.381268e-01,7.051102e-01
1.621104e+00,9.148312e-01,2.199314e-01
1.637786e+00,6.239014e-01,4.212544e-01
9.628646e-01,7.177930e-01,4.618939e-01
1.962175e+00,1.845382e+00,-3.847466e-03
1.618687e+00,2.971606e+00,2.678184e-02
5.694097e-01,2.273589e+00,2.491704e-01
1.374155e+00,7.474442e-01,3.237671e-01
4.644149e-01,1.201800e+00,5.313536e-01
9.858092e-01,1.031273e+00,3.816411e-01
1.367030e+00,2.889060e+00,5.143940e-02
9.851599e-01,1.280133e+00,2.787838e-01
9.794876e-01,1.237094e+00,3.347036e-01
1.064612e+00,1.814602e+00,1.448845e-01
1.011444e+00,4.681644e-01,6.319826e-01
3.183971e-01,7.111899e-02,9.784256e-01
3.474369e-01,1.077672e+00,6.754229e-01
9.823044e-01,1.513071e+00,2.667491e-01
2.081436e-01,1.126832e-01,1.015876e+00
8.831062e-01,2.217138e+00,1.225965e-01
1.244968e+00,2.245459e-01,7.196969e-01
8.359329e-01,8.605627e-01,4.419380e-01
1.376196e+00,1.692512e+00,1.060864e-01
1.367138e+00,1.649935e+00,1.231657e-01
2.556086e-01,1.340010e+00,6.871847e-01
1.563454e+00,1.721740e+00,4.673499e-02
1.955624e+00,2.983822e+00,4.229315e-02
6.694646e-01,1.742395e+00,3.438013e-01
1.923984e+00,1.851433e+00,-1.041099e-02
1.458513e+00,2.141824e+00,1.187349e-02
1.095865e-01,2.463915e+00,7.871466e-01
2.373415e-01,2.839871e+00,4.901913e-01
3.411861e-01,1.161270e+00,6.750601e-01
1.451950e+00,2.987056e+00,3.462620e-03
1.767173e+00,3.143380e-01,5.698605e-01
1.620426e+00,6.857661e-01,3.502616e-01
1.951007e+00,2.829362e+00,1.794195e-02
5.592114e-01,1.935489e+00,3.167885e-01
1.820262e+00,1.958213e+00,5.797811e-02
5.021959e-01,2.357130e+00,3.326455e-01
6.037776e-01,1.298194e+00,4.969806e-01
1.812586e+00,1.450556e+00,8.139364e-02
1.729529e+00,1.498758e-01,7.035187e-01
4.903006e-01,2.381386e+00,3.008187e-01
9.114963e-01,1.702806e+00,1.733087e-01
2.929192e-01,1.127459e+00,7.142118e-01
7.769139e-01,1.693084e+00,3.005341e-01
5.462970e-01,1.726266e+00,3.985193e-01
3.548726e-01,2.616549e+00,3.857788e-01
8.733915e-01,3.008609e-01,7.986373e-01
1.842199e-01,1.773819e+00,7.559894e-01
1.539713e+00,2.519741e+00,-2.422529e-02
1.555461e+00,1.002865e+00,2.438755e-01
1.110699e+00,1.033760e-01,8.941499e-01
1.417928e-01,1.855453e+00,7.587065e-01
3.051940e-01,1.502516e+00,6.397033e-01
1.274757e+00,1.347173e+00,1.667187e-01
1.637563e+00,3.472040e-01,5.823551e-01
1.794077e+00,2.325172e+00,3.961159e-02
7.136833e-01,2.988346e+00,1.679083e-01
2.700705e-01,1.173427e+00,7.464376e-01
1.789294e+00,8.543728e-01,2.252313e-01
1.991372e+00,7.953157e-01,1.995209e-01
1.875233e+00,1.413837e+00,8.656447e-02
3.324007e-01,2.266064e+00,4.613140e-01
3.353110e-01,6.053853e-01,7.601642e-01
8.617893e-01,6.726057e-01,5.732190e-01
1.486592e+00,1.016019e+00,2.221902e-01
1.938684e-01,1.460836e+00,7.863710e-01
1.986204e+00,1.461886e-01,7.035568e-01
1.250663e+00,2.562180e+00,7.851774e-02
9.143538e-01,1.560860e+00,2.542439e-01
1.154895e+00,1.634262e+00,1.325202e-01
3.269040e-01,2.819055e+00,4.239505e-01
1.787944e+00,2.558220e+00,6.155091e-03
1.754087e+00,2.968031e+00,-2.628974e-02
1.916619e+00,1.234317e+00,9.108612e-02
1.922286e+00,5.229965e-01,3.067780e-01
1.186380e+00,9.254479e-01,3.586214e-01
1.747105e+00,1.829626e+00,2.887725e-02
1.531444e+00,2.447942e+00,3.565106e-02
1.803414e+00,7.252845e-01,2.805635e-01
5.040710e-01,5.280952e-01,7.683144e-01
1.109174e+00,3.958213e-01,6.313220e-01
3.214445e-01,3.652667e-01,8.891245e-01
5.996051e-01,6.159909e-02,9.498416e-01
4.371819e-01,2.917367e+00,2.780445e-01
1.286239e+00,2.217575e+00,6.688998e-02
3.521590e-01,8.455965e-01,6.813307e-01
2.478931e-01,6.389138e-01,8.549030e-01
1.830423e+00,1.251074e+00,7.764966e-02
1.600966e+00,2.537494e+00,4.858187e-02
1.176127e+00,8.291587e-01,3.755211e-01
1.726483e+00,2.728862e+00,2.637694e-02
1.001561e+00,1.788739e-01,8.049444e-01
1.426302e+00,3.375455e-01,6.424674e-01
3.697886e-01,2.989560e+00,3.407455e-01
1.037002e+00,1.370928e+00,2.235523e-01
1.204702e+00,2.217348e+00,5.744238e-02
1.729843e+00,2.019939e+00,1.793646e-02
1.086916e+00,3.133812e-01,6.978211e-01
1.877997e+00,2.912270e+00,-7.468413e-03
3.996202e-01,2.692935e+00,3.226471e-01
1.996041e+00,1.596085e+00,4.344243e-02
9.955342e-01,2.302633e+00,9.712594e-02
1.785941e+00,1.129735e+00,1.139152e-01
1.237493e+00,2.483623e+00,-1.775453e-03
1.236542e+00,2.228509e+00,6.421112e-02
1.985986e+00,4.440626e-01,4.481688e-01
6.850477e-01,2.633863e+00,1.500322e-01
8.406129e-01,2.643399e+00,9.443288e-02
1.234977e+00,6.864993e-01,4.249562e-01
1.452724e+00,2.263006e+00,5.867623e-02
1.950492e+00,2.095844e-01,6.234507e-01
1.146604e+00,2.706062e+00,5.667984e-02
1.676666e-01,2.968504e+00,6.231396e-01
1.432562e+00,2.506667e-01,6.829783e-01
4.694500e-01,2.279912e+00,3.263684e-01
1.772955e+00,1.079992e+00,1.990123e-01
1.213195e+00,1.981647e+00,5.880390e-02
1.455184e+00,2.581809e+00,2.985217e-02
7.797941e-01,9.640667e-01,4.826609e-01
1.273100e+00,3.290609e-01,6.343652e-01
1.687662e+00,5.200700e-02,9.197666e-01
1.187247e+00,8.280255e-01,3.419971e-01
1.660496e+00,1.664937e+00,8.150996e-02
1.390796e+00,2.691607e+00,2.031622e-02
1.427629e+00,5.817781e-01,4.411515e-01
9.949208e-01,9.989953e-01,3.714384e-01
5.945065e-01,2.062208e+00,2.907416e-01
1.421112e+00,1.771079e+00,7.299922e-02
2.399764e-01,2.781867e-01,9.071053e-01
3.087542e-01,7.514393e-01,7.926082e-01
1.418589e+00,7.558086e-01,3.804919e-01
1.424912e+00,2.862213e+00,2.875795e-02
1.043704e+00,6.488221e-01,5.181751e-01
1.973631e+00,1.404080e+00,5.924610e-02
3.634030e-01,2.667278e+00,4.082866e-01
4.621801e-01,2.389043e+00,2.792331e-01
1.053914e+00,4.083871e-01,5.958068e-01
6.263561e-01,8.000348e-01,6.521803e-01
5.797874e-01,2.842987e+00,1.926020e-01
1.541158e-01,2.455212e+00,6.594899e-01
1.065438e+00,1.987875e+00,8.090105e-02
8.261534e-01,9.787202e-01,4.749383e-01
1.849526e+00,2.974688e+00,1.048502e-02
3.281079e-01,9.266877e-01,7.326648e-01
1.838300e+00,2.025526e+00,2.915813e-02
3.243560e-01,1.946412e+00,5.541926e-01
1.874182e+00,2.747253e-01,5.762359e-01
1.039162e+00,1.398487e+00,2.784297e-01
7.838852e-01,1.703520e+00,3.056306e-01
5.162895e-01,2.053985e+00,3.340461e-01
2.151801e-01,1.788707e-01,9.211391e-01
1.766715e+00,8.067853e-01,2.299989e-01
6.731851e-01,2.812910e+00,1.165192e-01
1.032341e+00,1.081632e+00,3.480096e-01
4.710501e-01,2.690337e+00,2.926419e-01
1.375547e+00,2.741162e+00,2.457767e-02
7.064413e-01,1.678937e+00,3.161952e-01
1.301957e+00,4.329270e-01,5.676251e-01
8.582990e-01,2.278185e+00,1.605756e-01
8.212622e-01,7.022936e-01,5.843012e-01
1.679347e+00,9.710197e-02,8.743565e-01
2.563234e-01,3.437978e-01,9.224570e-01
1.063709e+00,1.184010e+00,2.570555e-01
6.425454e-01,7.885231e-01,6.412280e-01
8.800629e-01,9.071057e-02,9.228678e-01
9.498962e-01,3.338338e-01,7.098840e-01
8.593570e-01,4.785335e-01,6.555229e-01
1.081041e-01,7.035908e-01,9.158095e-01
2.037536e-01,8.808795e-01,8.486267e-01
7.002005e-01,1.171110e+00,4.309681e-01
7.683748e-01,2.729935e+00,1.169717e-01
7.516840e-01,1.491115e+00,2.729247e-01
1.619265e+00,2.674888e+00,3.136079e-02
1.415067e+00,1.051162e+00,2.035755e-01
1.009407e+00,2.573876e+00,9.650582e-02
1.395488e+00,1.360358e+00,1.224713e-01
9.332189e-01,2.886902e+00,8.666194e-02
1.115349e+00,6.707181e-01,4.630755e-01
4.303514e-01,1.996237e+00,4.253604e-01
6.094624e-01,2.329119e+00,1.870898e-01
1.201735e-01,1.764498e+00,8.380586e-01
6.326982e-01,2.497712e+00,2.251422e-01
1.946195e+00,1.182063e+00,1.222154e-01
7.342454e-01,1.110529e+00,4.421158e-01
9.772850e-01,2.658875e+00,7.747092e-02
1.088166e+00,7.076265e-01,4.611451e-01
5.634417e-01,2.649468e+00,2.433009e-01
9.932501e-01,5.048993e-01,5.540300e-01
7.278070e-01,4.285540e-01,6.617813e-01
1.460638e+00,2.081103e+00,3.390956e-02
1.824118e-01,2.290163e+00,6.330103e-01
1.350331e+00,1.736103e+00,8.337067e-02
8.566358e-01,7.962993e-01,4.988410e-01
1.009091e+00,9.193928e-01,3.448566e-01
4.907000e-01,1.137841e+00,5.392658e-01
1.356691e+00,6.238373e-01,4.187116e-01
1.989701e+00,2.446437e+00,-3.693675e-02
1.414868e+00,6.813883e-01,4.109973e-01
1.685783e-01,3.546512e-01,9.604359e-01
1.844338e+00,1.948692e+00,3.908396e-02
1.540664e+00,1.116449e+00,1.839600e-01
4.229489e-01,1.718954e+00,5.110085e-01
1.186849e+00,2.716361e+00,7.806953e-02
1.549692e+00,1.451020e+00,1.373725e-01
1.835601e+00,1.600615e+00,4.681754e-02
1.284458e+00,1.415154e+00,9.992392e-02
4.283774e-01,1.089685e+00,5.873639e-01
1.706651e+00,2.267776e+00,-6.119354e-03
8.616438e-01,1.813603e+00,2.391550e-01
1.231309e+00,9.656785e-01,3.091839e-01
1.030907e+00,2.914708e+00,7.161343e-02
1.395231e+00,2.312572e+00,1.419188e-02
7.359648e-01,2.585827e+00,1.227624e-01
1.085361e+00,2.762366e+00,1.078617e-01
7.019028e-01,1.437815e+00,3.755775e-01
1.690883e+00,1.905269e+00,5.973480e-03
9.167124e-01,5.653171e-01,5.929978e-01
3.824148e-01,2.093515e+00,4.962131e-01
3.617158e-01,2.904948e+00,3.441755e-01
1.356838e+00,1.190529e+00,2.724750e-01
1.311734e-01,2.247290e+00,7.708269e-01
6.108247e-01,9.319319e-01,5.718590e-01
1.787649e+00,4.025129e-01,4.754691e-01
9.047717e-01,5.976714e-01,6.017832e-01
4.061912e-01,1.593131e+00,5.106156e-01
1.799791e+00,7.062819e-01,2.902422e-01
1.594686e+00,3.363909e-01,6.130946e-01
1.569240e-01,1.934242e+00,7.437546e-01
1.479944e+00,2.352635e+00,-8.787939e-03
1.700484e+00,1.738093e+00,3.355636e-02
8.859213e-01,7.353430e-02,9.484703e-01
1.232299e+00,1.761680e+00,1.212589e-01
1.994612e+00,1.287843e+00,1.049743e-01
5.508004e-01,3.738756e-01,7.666753e-01
2.126501e-01,1.481938e+00,7.682603e-01
1.507642e+00,1.570233e+00,8.495073e-02
1.351907e+00,1.634781e+00,9.067331e-02
1.045939e+00,1.245106e+00,2.499316e-01
1.310601e+00,2.342566e+00,5.284443e-02
9.078120e-01,2.241500e+00,9.567172e-02
4.530354e-01,2.371101e+00,3.270426e-01
4.238854e-01,2.898021e+00,2.838451e-01
1.852468e+00,1.374596e+00,7.106347e-02
8.228286e-01,1.976087e+00,2.038490e-01
2.753309e-01,1.112153e+00,7.135372e-01
8.109817e-01,1.390685e+00,2.854406e-01
6.659392e-01,2.952478e+00,1.471988e-01
7.426944e-01,2.635039e+00,1.388927e-01
6.431656e-01,2.754577e+00,1.860986e-01
2.864397e-01,1.932755e+00,5.538127e-01
8.478795e-01,1.055067e+00,4.082338e-01
1.212662e+00,1.469191e+00,1.834574e-01
1.246423e+00,1.132922e+00,2.289955e-01
1.941941e+00,1.749405e+00,3.061947e-02
4.101846e-01,1.832146e+00,4.275502e-01
3.912283e-01,1.510352e+00,5.308353e-01
7.451441e-01,3.572830e-01,7.585050e-01
1.257729e+00,3.676521e-01,6.205298e-01
1.096685e-01,1.197218e+00,8.401148e-01
1.741718e+00,2.400064e+00,5.404040e-02
1.729354e-01,2.610814e+00,6.219714e-01
5.087348e-01,9.154978e-01,6.483239e-01
1.877806e+00,2.357507e+00,-8.441026e-04
1.943781e+00,1.344058e+00,5.848083e-02
1.758249e+00,1.321357e+00,1.131791e-01
1.990573e+00,2.511375e+00,-2.821787e-02
7.385540e-01,2.321646e+00,2.197668e-01
1.734654e+00,2.127445e+00,1.289126e-03
1.159606e+00,8.516226e-01,3.739494e-01
1.603053e+00,2.806033e+00,2.161176e-02
3.590712e-01,2.471383e+00,4.027876e-01
1.715879e+00,2.156791e+00,2.054247e-02
1.560774e+00,2.289846e+00,4.146010e-02
8.327939e-01,1.155661e+00,3.493334e-01
6.558854e-01,1.567441e+00,4.005090e-01
1.573941e+00,1.581889e+00,4.725378e-02
1.561996e+00,1.189103e+00,1.286858e-01
1.335198e+00,2.594745e+00,5.802752e-02
1.727879e+00,2.913997e+00,2.198565e-02
1.414240e+00,1.697678e+00,1.032672e-01
7.248642e-01,7.647921e-01,6.515657e-01
6.415119e-01,2.371945e+00,1.741190e-01
1.399862e+00,5.499706e-01,4.877324e-01
1.287853e+00,3.282239e-01,6.445371e-01
1.593463e-01,7.623171e-01,9.153641e-01
1.189918e+00,2.659926e+00,4.877584e-02
1.751902e+00,2.303045e+00,1.117511e-02
1.173746e+00,2.569881e+00,-2.024228e-02
1.632260e+00,4.761767e-01,4.540097e-01
9.611008e-01,3.057645e-01,7.395547e-01
1.431564e+00,3.429146e-01,6.117168e-01
5.127887e-01,1.863527e-01,8.904912e-01
3.246325e-01,2.854762e+00,3.842021e-01
1.082278e+00,1.887463e+00,9.678627e-02
7.643500e-01,3.556941e-02,9.912534e-01
1.462808e+00,3.900053e-01,5.950555e-01
1.110160e-01,6.112157e-01,9.681371e-01
9.805653e-01,3.983007e-01,6.927607e-01
1.037836e+00,8.914807e-01,4.174127e-01
5.438854e-01,1.164383e+00,5.379505e-01
1.077448e+00,2.793104e+00,9.354370e-02
1.867296e+00,2.228685e+00,5.788675e-02
1.842194e+00,4.712497e-01,4.089735e-01
9.279695e-01,1.052376e+00,2.943353e-01
1.267676e+00,2.978850e+00,2.465236e-02
1.684013e+00,1.347144e+00,9.304610e-02
1.196326e+00,1.760834e+00,1.068615e-01
1.169712e+00,8.047456e-01,3.992486e-01
2.115893e-01,9.945766e-01,8.358425e-01
2.911818e-01,7.365974e-01,7.885980e-01
4.028299e-01,1.107467e+00,6.241259e-01
3.093521e-01,5.775945e-01,8.021822e-01
1.298867e+00,4.901445e-01,5.593994e-01
5.081427e-01,2.385725e+00,3.082349e-01
1.083219e+00,2.454256e+00,2.977662e-02
1.802753e+00,2.653921e+00,2.191150e-02
1.634664e+00,4.066221e-01,4.913486e-01
1.067907e+00,1.112443e+00,3.351378e-01
5.816337e-01,2.227497e+00,3.047975e-01
1.649362e+00,7.717713e-01,2.678822e-01
1.109917e-01,2.782370e-01,9.621675e-01
8.398716e-01,1.408388e+00,2.532978e-01
1.939989e-01,2.281127e+00,6.434347e-01
1.707398e+00,2.003383e+00,-1.801511e-02
1.510148e-01,8.275123e-01,8.544201e-01
2.270157e-01,1.658110e+00,6.215452e-01
1.829361e+00,2.972917e-01,5.730626e-01
5.489153e-01,1.384422e+00,4.657548e-01
7.384937e-01,3.596543e-01,7.340901e-01
1.965621e+00,1.541614e+00,3.906038e-02
5.468954e-01,2.632989e+00,2.606146e-01
1.508986e-01,2.080794e+00,7.011684e-01
1.397353e+00,1.979515e-01,6.735393e-01
1.129854e+00,1.539020e+00,1.456868e-01
8.280653e-01,8.639000e-01,4.973895e-01
6.440106e-01,1.484229e+00,3.990817e-01
1.649737e+00,2.434220e+00,6.036580e-02
3.652336e-01,1.152308e+00,6.535705e-01
1.962594e+00,2.455675e+00,-2.363947e-02
6.899217e-01,4.708087e-01,7.602501e-01
1.441432e+00,2.433099e+00,2.942292e-02
6.734268e-01,1.205017e+00,4.259431e-01
6.967303e-01,1.499790e+00,3.911909e-01
1.087236e+00,1.425782e+00,1.776826e-01
1.942906e+00,6.009208e-01,3.157319e-01
2.493949e-01,1.690656e+00,7.061218e-01
8.001150e-01,2.284958e+00,1.891376e-01
1.016854e+00,2.309217e+00,8.444727e-02
8.670289e-01,6.966809e-01,5.896468e-01
1.661774e+00,1.660594e+00,5.654429e-02
1.158922e+00,1.504846e-01,8.502870e-01
1.074035e+00,2.395670e+00,6.847432e-02
6.612995e-01,2.838808e-02,9.741581e-01
1.214087e+00,5.556162e-01,5.456415e-01
1.426785e+00,2.756630e+00,3.389505e-02
5.931885e-01,1.020465e+00,5.919326e-01
8.988624e-01,2.851831e+00,8.531165e-02
5.101500e-01,1.187290e+00,4.819136e-01
1.546800e+00,2.231428e+00,1.946328e-02
2.959566e-01,1.033508e-01,9.386347e-01
4.183152e-01,2.109638e+00,3.772257e-01
9.972109e-01,2.338185e+00,1.184864e-01
1.777923e+00,1.303203e+00,1.266547e-01
9.431472e-01,2.557888e+00,7.211938e-02
1.005231e+00,1.034094e+00,3.530822e-01
1.774240e+00,2.769903e+00,-6.285924e-04
6.445616e-01,1.680797e+00,3.759234e-01
1.089371e+00,6.588224e-01,4.783444e-01
1.209242e+00,1.258522e+00,2.453148e-01
9.188052e-01,1.059471e+00,3.620772e-01
1.825123e+00,8.683849e-01,1.272814e-01
4.908325e-01,2.705287e+00,2.519913e-01
1.748499e+00,1.934241e+00,1.948409e-02
1.372282e+00,2.613417e+00,-1.607449e-02
2.626930e-01,2.711289e+00,4.772716e-01
1.168077e-01,9.549050e-01,8.873985e-01
1.629779e+00,7.764335e-02,8.720751e-01
5.336153e-01,2.788998e+00,2.694507e-01
4.370485e-01,2.277682e-01,9.002985e-01
1.787263e+00,4.658388e-01,4.187064e-01
1.845794e-01,2.512455e+00,6.434808e-01
1.119370e+00,1.760414e+00,1.012073e-01
1.428599e+00,1.451770e+00,1.051894e-01
7.918348e-01,2.418345e+00,1.823646e-01
2.459439e-01,2.407233e+00,5.869637e-01
3.097509e-01,5.847729e-01,8.336321e-01
5.663554e-01,2.493886e-01,9.115100e-01
8.993582e-01,6.382632e-01,5.953210e-01
1.131774e+00,1.692109e-01,8.273670e-01
1.529052e+00,6.080520e-01,3.698825e-01
7.749916e-01,2.918839e+00,7.878578e-02
1.263309e+00,2.226080e+00,7.711672e-02
1.012767e+00,1.074443e-01,8.873829e-01
1.566948e+00,1.995207e+00,2.636913e-03
4.465374e-01,7.647524e-01,7.103392e-01
3.827768e-01,1.938187e+00,5.313294e-01
