lambda,t,N
5.122611e-01,9.247326e+00,8.764499e+03
5.510345e-01,2.053473e+00,3.225379e+05
6.798805e-01,1.616301e-01,8.959335e+05
6.309132e-01,1.174268e-01,9.285917e+05
3.160643e-01,9.185113e+00,5.485369e+04
2.052455e-01,3.480122e+00,4.895448e+05
8.951245e-02,5.451517e+00,6.138660e+05
5.151201e-01,1.884012e+00,3.788964e+05
8.456817e-01,7.159444e+00,2.347016e+03
6.393563e-01,9.247094e+00,2.706260e+03
6.081144e-01,7.804875e+00,8.684143e+03
6.745940e-01,9.527151e+00,1.617363e+03
4.436669e-01,3.641238e+00,1.987919e+05
1.321677e-01,5.192559e+00,5.034411e+05
9.120140e-02,1.766591e-02,9.983901e+05
8.600569e-01,8.032453e+00,9.993889e+02
8.987134e-02,2.457328e+00,8.018423e+05
1.228110e-01,6.081039e+00,4.738719e+05
2.711930e-01,7.888408e+00,1.177394e+05
9.396238e-01,8.108425e+00,4.910969e+02
5.904587e-01,4.637490e+00,6.468371e+04
2.300210e-01,4.513102e+00,3.541239e+05
7.012262e-01,3.253781e+00,1.021170e+05
4.027103e-01,5.410885e+00,1.131525e+05
3.721695e-01,5.451372e+00,1.314887e+05
4.650057e-01,4.782639e+00,1.081805e+05
5.322955e-01,9.040779e+00,8.128605e+03
9.147903e-01,1.020998e+00,3.929790e+05
1.795089e-01,5.189104e+00,3.939661e+05
5.448156e-01,8.994668e-01,6.125997e+05
3.765041e-02,4.991622e+00,8.286672e+05
3.196789e-01,4.124759e+00,2.675099e+05
6.027500e-01,9.996931e-01,5.474057e+05
4.187224e-01,4.524297e+00,1.504049e+05
2.111245e-01,6.422241e+00,2.577173e+05
5.830400e-01,6.153477e+00,2.766124e+04
7.395751e-01,1.369513e+00,3.631796e+05
1.930327e-01,6.076315e+00,3.094597e+05
9.218397e-01,5.362832e+00,7.128375e+03
9.311383e-01,7.257908e+00,1.161414e+03
9.072961e-01,8.446083e+00,4.698497e+02
1.946014e-01,5.243490e+00,3.604542e+05
9.932568e-01,8.822242e+00,1.564535e+02
3.524778e-01,9.534200e+00,3.471463e+04
4.207676e-01,9.829012e+00,1.599099e+04
8.035940e-01,3.584656e-01,7.497160e+05
8.839568e-01,3.727857e+00,3.705826e+04
5.611749e-01,4.628723e+00,7.445777e+04
7.377663e-01,5.493682e+00,1.736926e+04
4.679515e-01,6.472211e+00,4.837942e+04
5.427999e-01,7.113693e+00,2.104038e+04
3.811569e-01,8.954102e-01,7.108514e+05
4.257876e-02,5.184592e+00,8.019143e+05
3.436786e-01,4.782496e+00,1.932750e+05
5.697452e-01,2.262514e+00,2.755307e+05
5.863777e-01,8.892655e+00,5.437401e+03
4.252113e-01,7.509561e+00,4.104237e+04
7.454952e-02,9.527425e+00,4.915140e+05
2.835191e-01,4.159662e-01,8.887544e+05
4.380944e-01,3.728765e+00,1.952350e+05
5.489241e-01,6.575748e+00,2.706304e+04
6.142628e-01,1.913616e+00,3.086760e+05
3.307329e-01,3.628832e+00,3.011418e+05
5.522547e-01,9.397575e+00,5.572817e+03
3.576458e-01,4.823114e+00,1.781790e+05
5.620027e-02,2.797077e+00,8.545361e+05
8.052105e-01,9.043806e+00,6.876934e+02
4.268025e-02,6.150923e+00,7.691087e+05
5.031988e-01,8.511244e-01,6.516258e+05
5.751176e-01,1.514771e+00,4.184610e+05
3.487754e-01,3.942010e+00,2.528709e+05
8.819968e-01,2.379605e+00,1.226030e+05
9.680500e-01,4.147294e-01,6.693295e+05
3.317657e-01,2.792000e+00,3.960202e+05
4.466661e-01,8.600358e-01,6.810301e+05
5.940848e-01,1.209932e+00,4.873357e+05
7.605383e-01,9.138988e+00,9.581079e+02
5.181379e-01,2.969656e+00,2.146619e+05
5.991113e-01,9.338693e-01,5.714995e+05
9.373666e-01,3.066487e+00,5.644870e+04
9.277489e-01,1.269090e+00,3.080796e+05
5.032174e-02,6.105757e+00,7.354650e+05
9.456255e-01,3.117727e+00,5.243391e+04
8.403725e-01,9.584848e+00,3.175601e+02
5.112229e-01,2.572333e+00,2.684648e+05
7.612557e-01,8.075963e+00,2.138026e+03
2.994235e-01,7.501700e+00,1.058020e+05
1.077996e-01,6.823390e+00,4.792377e+05
5.785327e-01,5.583692e+00,3.954371e+04
8.035052e-01,9.391940e+00,5.279692e+02
2.735962e-01,6.857748e+00,1.531628e+05
6.905378e-01,8.657491e+00,2.533066e+03
8.352536e-01,9.875910e+00,2.615489e+02
9.193026e-01,1.557429e+00,2.388909e+05
1.703225e-01,1.877327e+00,7.263299e+05
3.794764e-01,4.283249e+00,1.968345e+05
3.171540e-01,3.232280e+00,3.587496e+05
2.211583e-01,5.300714e-01,8.893809e+05
5.831554e-01,9.708500e+00,3.477071e+03
2.324334e-02,8.659762e+00,8.176820e+05
5.405530e-01,4.528795e+00,8.646168e+04
3.789931e-01,8.571042e+00,3.883763e+04
5.736967e-01,5.252534e+00,4.912628e+04
8.027091e-01,9.338018e+00,5.554612e+02
6.890977e-01,3.208054e+00,1.096280e+05
1.007289e-01,1.137681e-01,9.886057e+05
4.968614e-01,8.681747e+00,1.338494e+04
7.455908e-01,8.406048e-01,5.343271e+05
1.443472e-01,2.571304e+00,6.899332e+05
7.338214e-01,5.297602e+00,2.049666e+04
1.005645e-01,2.031059e+00,8.152566e+05
6.732390e-01,2.484818e+00,1.877064e+05
1.058220e-01,7.360324e+00,4.589179e+05
4.807266e-01,9.275395e+00,1.157475e+04
6.451883e-01,7.151194e+00,9.913411e+03
7.832453e-01,5.133710e+00,1.793584e+04
7.297442e-01,3.164890e+00,9.930494e+04
5.593991e-01,7.020396e+00,1.969868e+04
5.866099e-01,9.243993e+00,4.415572e+03
7.576830e-01,3.258554e-01,7.812226e+05
5.252382e-01,1.784789e+00,3.916294e+05
9.318067e-01,6.110015e+00,3.368281e+03
7.535430e-01,6.312503e+00,8.593556e+03
7.992717e-01,3.332675e+00,6.968900e+04
6.300517e-01,1.370701e-01,9.172628e+05
1.038975e-01,4.698843e+00,6.137314e+05
2.117487e-01,7.933192e+00,1.864032e+05
9.460847e-02,1.595688e+00,8.598773e+05
2.262030e-01,8.836696e+00,1.354860e+05
8.717608e-01,5.911559e+00,5.779339e+03
3.772693e-01,7.820261e+00,5.232167e+04
2.893030e-01,1.811768e+00,5.920584e+05
9.573394e-01,8.758725e+00,2.282491e+02
1.024163e-02,7.216298e+00,9.287584e+05
1.713529e-01,3.988628e-01,9.339370e+05
8.494306e-02,9.016149e+00,4.649343e+05
3.842667e-01,9.715636e+00,2.391151e+04
2.895935e-01,1.806235e+00,5.926959e+05
5.393147e-01,9.705706e+00,5.329862e+03
6.626717e-01,5.751033e+00,2.212501e+04
3.439545e-01,8.914818e+00,4.659364e+04
5.356031e-01,4.110955e+00,1.105994e+05
2.716492e-01,7.103243e+00,1.452077e+05
1.226594e-01,9.004990e+00,3.313612e+05
6.720199e-01,7.936037e+00,4.828716e+03
1.512835e-01,5.335137e-02,9.919613e+05
7.132125e-01,2.278678e+00,1.968759e+05
8.250683e-01,5.104557e+00,1.482251e+04
7.570206e-01,6.764140e-01,5.992603e+05
5.166965e-01,2.470809e+00,2.789679e+05
6.276638e-01,2.405306e+00,2.209710e+05
5.290402e-01,7.334534e+00,2.064539e+04
6.599964e-01,4.207910e-01,7.575085e+05
9.818379e-01,3.356754e+00,3.703884e+04
7.498584e-01,2.533045e+00,1.496546e+05
6.254694e-01,2.523809e+00,2.062708e+05
4.657972e-01,6.253911e+00,5.430960e+04
7.236133e-01,5.087265e+00,2.519239e+04
2.910790e-01,7.833554e+00,1.022655e+05
2.274530e-01,6.042012e+00,2.530233e+05
7.770659e-01,7.284874e+00,3.479637e+03
5.248498e-01,3.291837e+00,1.776891e+05
7.453476e-01,5.802110e+00,1.323900e+04
2.349132e-01,5.291786e+00,2.884855e+05
1.461690e-01,1.996166e+00,7.469345e+05
4.792314e-01,5.791399e+00,6.232326e+04
6.314535e-01,1.378569e+00,4.187412e+05
1.530791e-01,5.119738e+00,4.567017e+05
3.694715e-01,7.014223e+00,7.490341e+04
6.087598e-01,7.291391e+00,1.181122e+04
9.808272e-01,6.225356e+00,2.229454e+03
4.343041e-01,8.070404e+00,3.004647e+04
7.510973e-01,6.601683e+00,7.023413e+03
1.199947e-01,4.993932e+00,5.492259e+05
7.356642e-01,6.744484e+00,7.001190e+03
4.030545e-01,9.988977e+00,1.784375e+04
7.752999e-01,8.103072e-01,5.335347e+05
1.096809e-02,2.760353e+00,9.701779e+05
1.336801e-01,9.955907e+00,2.642375e+05
5.906940e-01,5.393595e+00,4.133838e+04
6.927176e-01,3.298266e+00,1.017978e+05
2.383385e-01,4.263985e+00,3.619418e+05
1.918574e-01,7.719129e+00,2.274166e+05
4.784201e-01,8.486010e+00,1.725112e+04
3.763182e-01,9.299818e+00,3.020672e+04
2.939155e-01,1.227333e+00,6.971657e+05
8.027740e-01,9.563772e+00,4.631094e+02
5.242601e-02,9.491586e+00,6.079845e+05
3.499170e-01,7.728777e-01,7.630414e+05
5.507845e-02,2.680495e+00,8.627438e+05
9.925569e-02,1.663852e+00,8.477692e+05
7.900316e-01,8.024965e+00,1.764345e+03
1.358414e-01,6.053072e+00,4.394383e+05
8.161744e-01,9.605521e+00,3.937557e+02
4.984835e-01,8.424662e+00,1.500225e+04
3.242107e-02,3.217062e+00,9.009544e+05
2.686987e-01,1.212641e+00,7.219243e+05
2.948722e-01,2.235093e+00,5.173340e+05
8.272097e-01,6.093837e-01,6.040561e+05
1.238110e-01,3.554391e-01,9.569470e+05
1.787921e-01,1.798737e+00,7.249880e+05
6.807534e-01,3.986686e+00,6.627451e+04
2.183579e-02,1.025084e+00,9.778651e+05
4.381496e-02,7.738227e+00,7.124467e+05
5.574149e-02,7.097765e+00,6.732490e+05
1.671710e-02,3.255566e+00,9.470308e+05
3.017837e-01,3.134601e+00,3.883022e+05
1.824248e-01,6.177696e+00,3.240152e+05
2.567756e-01,6.534622e+00,1.867600e+05
7.541904e-01,1.824778e-01,8.714271e+05
7.020442e-01,2.746122e+00,1.454535e+05
4.331989e-01,2.595016e+00,3.249259e+05
6.962828e-01,4.454287e+00,4.498421e+04
7.544467e-01,4.249373e+00,4.052137e+04
8.870981e-01,1.776473e+00,2.068202e+05
7.418884e-01,6.994260e+00,5.577803e+03
7.552378e-01,8.928298e+00,1.179118e+03
7.392384e-01,7.599495e+00,3.632484e+03
1.822503e-01,3.999710e+00,4.824160e+05
5.113440e-01,7.908137e+00,1.753111e+04
2.577951e-01,6.402157e+00,1.919646e+05
9.687377e-01,5.321940e+00,5.767227e+03
9.519469e-01,2.162861e+00,1.275906e+05
5.276243e-01,7.092544e+00,2.370194e+04
2.722154e-01,4.297294e+00,3.104323e+05
2.152863e-01,4.981838e+00,3.421447e+05
6.598584e-01,1.797502e+00,3.054111e+05
4.139961e-02,4.635786e+00,8.253731e+05
8.191449e-01,3.737549e+00,4.681301e+04
5.292179e-01,6.418500e+00,3.348074e+04
6.083153e-01,1.153416e+00,4.957712e+05
4.208063e-01,4.907429e+00,1.268085e+05
1.397944e-01,7.538577e+00,3.485927e+05
1.312739e-02,1.140376e+00,9.851413e+05
4.210723e-01,2.119798e-01,9.146088e+05
4.932619e-01,1.325123e+00,5.201529e+05
7.378012e-01,4.474784e-01,7.188158e+05
9.279025e-01,9.536061e+00,1.435919e+02
7.237496e-02,5.084814e+00,6.921080e+05
2.836107e-01,7.247373e+00,1.280375e+05
7.396192e-01,8.671326e+00,1.639310e+03
6.788883e-01,9.167934e-01,5.366548e+05
7.676542e-01,1.627907e+00,2.865995e+05
5.237211e-02,2.608385e+00,8.723133e+05
5.087763e-01,8.075079e+00,1.643391e+04
4.532465e-01,8.334364e-02,9.629294e+05
5.709766e-01,2.893694e+00,1.916218e+05
9.976495e-01,5.626201e+00,3.650190e+03
8.446821e-02,2.699790e+00,7.960873e+05
5.743512e-01,8.982033e+00,5.748353e+03
9.391047e-01,9.265956e+00,1.663023e+02
7.786658e-01,4.724671e+00,2.524972e+04
8.018334e-01,2.476548e+00,1.372736e+05
7.717174e-01,9.432982e+00,6.894639e+02
5.895505e-01,8.301541e+00,7.490067e+03
1.001993e-01,2.734588e+00,7.603293e+05
9.866479e-01,6.168892e+00,2.273297e+03
3.203705e-01,4.338619e+00,2.490838e+05
7.213215e-01,3.022616e+00,1.130101e+05
2.997509e-01,6.274522e+00,1.524691e+05
1.411470e-01,5.627040e+00,4.519247e+05
3.846737e-01,3.303078e+00,2.806611e+05
4.202735e-01,8.299843e+00,3.055570e+04
5.038737e-01,7.119719e+00,2.766910e+04
2.965100e-01,7.414926e+00,1.109584e+05
4.276728e-01,6.156258e+00,7.187234e+04
1.258258e-01,1.739013e+00,8.034721e+05
1.024276e-01,8.203981e+00,4.315751e+05
9.173635e-01,5.048023e+00,9.746254e+03
3.500843e-02,3.427201e+00,8.869373e+05
3.020474e-01,3.886328e+00,3.091726e+05
8.826017e-01,8.269964e+00,6.761579e+02
6.309132e-02,1.983926e+00,8.823482e+05
1.749999e-01,9.389615e+00,1.933638e+05
1.763928e-01,6.534779e+00,3.157868e+05
2.250653e-01,6.693337e+00,2.216983e+05
3.364058e-01,2.820468e+00,3.871968e+05
8.871823e-02,4.790393e+00,6.537729e+05
6.415809e-02,1.508962e+00,9.077265e+05
7.691580e-02,8.188695e+00,5.326770e+05
5.956598e-01,5.754524e+00,3.246025e+04
5.725352e-01,5.442068e+00,4.434411e+04
3.613923e-01,5.185963e+00,1.534827e+05
5.188439e-01,7.657039e+00,1.882052e+04
9.755696e-01,6.713514e+00,1.430830e+03
3.079463e-02,3.278907e+00,9.039577e+05
7.794440e-01,5.986391e+00,9.409297e+03
2.185147e-01,1.101740e+00,7.860408e+05
3.247376e-01,2.996253e-01,9.072841e+05
1.402282e-01,5.655552e+00,4.524547e+05
8.917986e-01,1.181205e+00,3.487510e+05
6.902468e-02,4.883788e+00,7.138361e+05
1.840781e-01,2.245504e+00,6.614320e+05
8.288217e-01,8.907737e+00,6.217789e+02
3.297997e-01,5.606012e+00,1.574163e+05
3.100219e-01,8.880887e+00,6.371917e+04
8.276919e-01,2.067331e+00,1.806646e+05
3.524981e-02,8.053362e+00,7.528574e+05
5.061767e-01,3.119305e+00,2.061978e+05
8.088908e-01,3.232398e+00,7.319291e+04
9.954599e-01,7.714474e+00,4.622292e+02
4.338620e-01,2.305104e+00,3.678437e+05
3.568585e-01,2.024706e+00,4.855205e+05
7.017589e-01,7.629606e+00,4.728515e+03
2.032158e-02,7.849940e+00,8.525502e+05
5.928387e-01,2.841095e-01,8.449895e+05
7.464352e-01,2.616797e+00,1.418096e+05
8.841022e-01,4.996180e+00,1.206878e+04
5.415970e-01,3.215264e+00,1.752788e+05
2.403416e-01,8.093701e+00,1.429510e+05
6.646007e-01,4.422379e+00,5.291249e+04
1.333475e-01,8.149105e+00,3.373405e+05
3.889155e-01,2.217073e-02,9.914145e+05
3.438694e-01,9.959040e+00,3.256201e+04
7.997738e-01,5.527625e+00,1.202401e+04
7.749723e-01,8.409814e+00,1.477545e+03
8.307234e-01,4.330444e+00,2.739483e+04
5.677311e-01,8.722508e+00,7.068978e+03
1.264641e-01,5.359281e+00,5.077548e+05
1.378832e-01,2.401106e+00,7.181534e+05
6.872129e-02,3.123909e+00,8.068003e+05
1.976101e-01,2.906423e+00,5.630772e+05
4.817497e-01,2.559894e+00,2.913506e+05
5.870558e-01,9.830895e-01,5.615085e+05
7.543538e-01,6.667227e+00,6.542420e+03
4.784836e-01,6.335240e+00,4.825246e+04
6.868238e-01,9.594779e+00,1.374147e+03
8.794903e-02,2.037068e+00,8.359736e+05
7.340438e-01,6.077574e+00,1.154844e+04
5.591994e-01,8.343683e+00,9.411884e+03
4.362045e-01,3.064712e+00,2.626741e+05
3.856029e-01,6.906494e+00,6.972725e+04
4.584646e-02,8.990460e+00,6.622046e+05
1.690587e-01,8.217299e+00,2.492731e+05
6.833047e-01,9.276113e+00,1.767108e+03
5.872915e-01,4.259137e+00,8.197384e+04
4.033621e-02,8.324897e+00,7.147697e+05
6.536866e-01,1.393173e+00,4.022430e+05
5.219555e-01,9.673501e+00,6.414870e+03
7.246980e-01,5.217097e+00,2.280400e+04
5.344430e-01,4.834196e+00,7.550151e+04
4.036797e-01,7.771191e-01,7.307330e+05
2.888903e-01,1.758238e+00,6.017350e+05
6.077273e-01,7.515657e+00,1.038420e+04
5.145988e-01,5.476156e-01,7.544228e+05
1.270727e-01,2.394594e+00,7.376487e+05
8.719832e-01,5.141237e+00,1.129865e+04
2.791892e-01,7.238751e+00,1.325254e+05
5.122526e-01,5.717370e+00,5.346449e+04
7.847883e-01,5.508432e+00,1.326067e+04
5.936508e-01,2.865750e+00,1.824544e+05
2.599498e-01,5.392327e+00,2.461697e+05
2.252912e-01,3.249768e+00,4.808769e+05
1.882429e-01,2.357825e+00,6.415656e+05
6.653280e-01,3.110252e+00,1.262694e+05
2.716765e-01,5.124513e+00,2.485255e+05
7.595400e-01,4.106724e+00,4.419157e+04
7.281442e-01,3.010383e+00,1.116940e+05
9.494817e-01,2.086022e+00,1.379810e+05
6.340452e-01,6.097937e+00,2.093427e+04
6.255407e-01,3.494239e+00,1.123890e+05
3.875549e-01,5.644204e+00,1.122037e+05
9.651190e-01,7.372466e+00,8.125717e+02
3.371964e-02,9.732329e+00,7.202401e+05
6.941153e-01,7.227166e+00,6.627770e+03
5.349735e-01,6.810604e+00,2.616081e+04
9.420716e-01,3.507416e+00,3.672722e+04
6.860064e-01,8.784972e+00,2.413814e+03
6.932224e-01,5.259052e+00,2.610332e+04
3.099252e-01,5.362523e+00,1.897627e+05
7.435379e-02,7.644401e+00,5.664366e+05
6.281070e-01,1.377957e+00,4.208392e+05
1.199514e-01,1.220220e+00,8.638404e+05
6.683727e-02,7.454144e+00,6.076145e+05
7.935659e-01,7.650980e+00,2.307578e+03
2.889593e-01,7.990774e+00,9.935971e+04
8.133438e-01,8.622893e+00,8.997655e+02
4.244326e-02,9.812668e+00,6.593626e+05
8.237897e-01,9.587676e+00,3.714006e+02
6.958739e-01,2.994696e-01,8.118878e+05
1.703089e-01,9.680888e+00,1.922918e+05
3.327820e-01,7.257637e+00,8.934851e+04
7.015736e-01,8.405416e+00,2.747627e+03
9.820480e-01,2.747155e-01,7.635446e+05
1.983766e-01,3.744116e-01,9.284168e+05
9.439365e-01,3.926818e+00,2.455924e+04
3.888826e-01,3.036962e+00,3.069650e+05
2.030359e-01,4.622631e+00,3.911907e+05
4.095166e-02,9.386659e+00,6.808595e+05
1.506670e-02,4.329432e+00,9.368517e+05
7.159104e-01,3.747020e+00,6.838987e+04
5.863638e-02,2.320899e+00,8.727649e+05
7.164666e-01,6.230916e+00,1.151341e+04
2.838078e-02,6.899605e+00,8.221633e+05
9.260387e-01,2.627356e+00,8.777020e+04
2.922300e-01,4.658016e+00,2.563498e+05
7.376984e-01,5.176671e-01,6.825754e+05
9.999141e-01,8.293327e+00,2.503589e+02
4.874877e-01,9.735820e+00,8.685565e+03
2.344618e-01,1.492321e+00,7.047640e+05
9.901586e-02,5.788026e+00,5.637714e+05
6.213638e-01,3.988584e+00,8.388056e+04
5.941767e-01,4.559108e+00,6.660897e+04
2.338631e-01,8.972157e+00,1.226701e+05
5.502223e-01,9.480421e+00,5.427161e+03
2.115885e-01,4.843561e+00,3.588533e+05
8.416019e-01,5.225546e+00,1.230402e+04
5.093733e-01,3.865921e+00,1.395689e+05
1.863861e-01,7.108453e+00,2.658251e+05
1.136093e-01,8.542570e+00,3.788878e+05
8.475702e-01,6.848371e+00,3.014035e+03
7.653964e-01,1.415532e+00,3.384282e+05
7.131876e-01,5.927023e+00,1.459496e+04
5.892640e-01,7.161407e-01,6.557367e+05
8.049408e-01,6.424610e+00,5.676443e+03
6.988377e-01,8.251859e+00,3.130038e+03
7.197733e-02,5.117431e-01,9.638362e+05
9.252724e-01,8.467241e+00,3.958384e+02
6.526278e-01,4.414871e-01,7.496666e+05
2.778039e-01,8.002670e+00,1.082651e+05
1.044684e-01,5.969064e-01,9.395466e+05
1.276711e-02,4.022112e+00,9.499454e+05
5.992802e-01,4.156457e+00,8.283687e+04
9.943687e-01,1.566683e+00,2.105861e+05
7.723211e-01,4.836711e+00,2.386139e+04
3.716594e-01,3.284269e+00,2.950444e+05
9.331692e-01,5.581384e+00,5.470555e+03
5.055168e-02,9.583879e+00,6.160167e+05
5.489411e-01,3.453487e+00,1.502041e+05
2.242792e-01,7.525088e+00,1.849405e+05
1.791373e-01,5.567430e+00,3.688615e+05
6.994388e-01,5.586772e+00,2.008855e+04
1.410730e-01,2.850719e+00,6.688740e+05
7.283749e-01,8.165397e+00,2.612442e+03
5.086239e-01,7.708475e-01,6.756558e+05
4.257843e-01,7.080390e-01,7.397286e+05
5.955105e-01,3.873859e+00,9.956709e+04
6.406568e-01,1.801665e+00,3.152942e+05
1.516704e-01,4.418609e+00,5.116205e+05
7.127648e-01,1.293899e+00,3.976251e+05
3.425710e-02,8.190928e+00,7.553323e+05
1.667206e-01,2.673611e-02,9.955525e+05
9.361266e-01,4.284055e+00,1.812582e+04
4.000376e-01,4.301730e+00,1.789133e+05
7.818645e-02,2.718430e+00,8.085244e+05
8.427706e-01,5.304912e+00,1.143788e+04
5.341659e-01,8.303388e-01,6.417614e+05
5.649095e-01,3.275786e+00,1.571550e+05
7.270135e-01,3.568805e-01,7.714705e+05
6.339440e-01,1.343823e+00,4.265999e+05
6.908275e-01,1.802201e+00,2.879379e+05
5.547280e-02,4.430012e+00,7.821215e+05
7.943177e-01,1.222600e+00,3.786539e+05
6.109223e-01,3.236463e+00,1.384525e+05
1.896800e-01,3.051968e+00,5.605162e+05
5.543698e-01,5.442930e+00,4.892847e+04
5.050180e-01,4.829341e+00,8.725642e+04
8.223012e-01,5.333520e+00,1.245342e+04
4.997815e-01,6.360305e+00,4.163715e+04
2.551757e-01,1.650576e+00,6.562674e+05
3.291314e-01,5.288526e+00,1.754116e+05
6.536883e-01,2.203346e+00,2.368564e+05
7.494817e-01,1.316469e+00,3.728162e+05
7.024156e-01,9.322830e+00,1.432261e+03
5.195044e-01,1.363740e+00,4.923975e+05
6.083535e-01,1.711496e+00,3.530326e+05
6.372432e-01,9.468585e+00,2.396391e+03
3.637254e-01,6.685508e-01,7.841391e+05
3.439907e-01,8.646474e+00,5.108286e+04
9.423178e-01,5.844547e+00,4.056556e+03
3.092779e-01,4.570942e+00,2.432437e+05
3.684379e-01,2.882628e+00,3.457397e+05
7.023934e-01,7.506586e+00,5.130375e+03
1.799274e-01,4.312918e+00,4.602378e+05
4.332549e-01,9.101288e+00,1.938652e+04
9.763861e-01,3.895040e+00,2.230235e+04
5.363924e-01,9.581031e+00,5.862426e+03
5.102743e-01,1.864619e+00,3.861740e+05
8.560139e-01,9.793553e+00,2.286272e+02
2.543731e-01,5.754701e+00,2.313460e+05
3.544154e-01,7.656640e+00,6.629563e+04
9.196290e-01,4.716349e+00,1.307189e+04
1.199941e-01,9.802851e+00,3.084228e+05
2.345701e-01,9.066570e+00,1.192246e+05
9.131874e-01,4.681624e+00,1.390927e+04
2.424937e-01,6.816985e+00,1.914601e+05
4.459018e-01,6.366247e+00,5.850044e+04
7.340571e-01,4.097208e+00,4.941087e+04
3.012635e-01,9.352745e+00,5.974675e+04
7.973732e-01,7.619306e+00,2.298657e+03
8.630125e-02,6.595885e+00,5.659593e+05
6.586456e-01,5.067238e+00,3.552515e+04
1.227069e-01,9.186839e+00,3.239103e+05
5.925957e-01,3.336944e+00,1.384206e+05
1.640439e-01,7.060583e+00,3.140367e+05
5.278493e-01,3.101912e+00,1.944963e+05
9.068896e-01,9.533550e+00,1.758503e+02
1.271999e-01,6.463143e+00,4.395028e+05
8.448390e-02,5.055631e-01,9.581874e+05
3.103288e-01,5.124702e+00,2.038558e+05
8.681565e-01,9.496996e+00,2.626000e+02
1.333943e-01,8.280631e+00,3.313470e+05
8.435330e-01,8.620699e+00,6.948291e+02
7.535334e-01,2.646077e+00,1.361624e+05
9.634956e-01,2.608603e+00,8.099425e+04
3.194977e-01,2.947588e+00,3.899457e+05
3.996753e-01,3.238901e+00,2.740324e+05
4.356977e-01,2.818568e+00,2.928650e+05
2.290808e-01,4.609755e+00,3.478422e+05
1.201901e-01,8.541429e+00,3.582244e+05
8.972559e-01,2.455078e+00,1.104896e+05
8.996279e-01,7.219318e+00,1.511429e+03
9.208057e-01,7.629655e+00,8.889854e+02
7.435082e-01,5.584588e+00,1.572997e+04
8.127976e-02,4.215304e+00,7.099087e+05
7.964433e-01,7.992690e-01,5.291029e+05
5.469013e-01,2.224178e+00,2.962932e+05
3.031661e-01,4.753964e+00,2.366339e+05
2.802723e-01,7.767215e+00,1.133885e+05
4.496924e-01,5.608556e+00,8.028883e+04
7.577248e-01,4.677778e+00,2.888397e+04
7.003474e-01,5.566902e+00,2.026693e+04
6.731031e-01,6.163989e-01,6.604063e+05
6.912369e-01,2.254636e+00,2.104542e+05
7.989560e-01,4.335701e-01,7.072271e+05
8.914811e-01,1.381413e+00,2.918534e+05
9.124167e-01,1.571525e+00,2.383808e+05
3.739672e-01,4.298288e-01,8.515118e+05
4.233289e-01,3.073958e+00,2.721791e+05
5.288486e-01,2.163002e+00,3.185740e+05
2.864285e-01,9.818633e-01,7.548519e+05
3.786649e-01,9.605122e-01,6.950912e+05
4.647408e-01,7.177695e+00,3.558725e+04
4.286158e-01,5.656063e+00,8.854203e+04
3.307813e-02,8.776573e+00,7.480297e+05
2.874317e-01,2.095388e+00,5.475614e+05
1.183076e-01,9.676355e+00,3.182920e+05
5.541113e-01,3.776269e+00,1.233816e+05
7.646038e-01,2.855291e+00,1.126842e+05
5.785171e-01,5.204603e+00,4.924478e+04
7.027787e-01,8.396314e+00,2.737390e+03
3.416127e-01,8.495629e+00,5.490151e+04
9.261156e-01,4.770383e+00,1.205921e+04
5.113950e-01,2.981670e+00,2.176622e+05
8.115278e-01,5.020691e-01,6.653493e+05
9.951364e-01,4.623875e+00,1.003791e+04
1.847942e-01,5.418501e+00,3.673987e+05
4.777328e-01,4.477467e+00,1.177687e+05
2.600728e-01,5.467677e-01,8.674483e+05
2.285694e-01,3.853486e+00,4.144559e+05
6.285270e-01,6.041882e+00,2.242708e+04
9.690146e-01,2.504751e+00,8.828892e+04
1.737481e-01,2.922242e+00,6.018579e+05
1.282013e-01,9.174793e+00,3.084423e+05
3.343662e-01,7.375507e+00,8.491368e+04
2.227887e-01,3.841327e+00,4.249412e+05
2.631256e-01,9.881870e+00,7.426072e+04
6.263859e-01,3.130048e+00,1.407714e+05
7.293261e-01,4.982129e+00,2.642100e+04
4.438469e-01,7.611388e+00,3.410570e+04
1.533798e-01,8.058110e+00,2.905583e+05
5.203747e-01,6.695763e+00,3.067504e+04
1.925679e-01,7.915544e+00,2.177778e+05
1.553099e-01,5.564504e+00,4.213791e+05
4.961678e-01,9.810821e+00,7.690157e+03
6.182572e-01,6.209398e+00,2.151500e+04
5.072291e-02,9.939854e+00,6.040017e+05
8.463434e-01,9.646071e+00,2.847530e+02
6.188739e-01,4.356332e+00,6.747350e+04
7.250519e-01,5.639741e+00,1.675422e+04
7.812807e-01,8.096191e+00,1.790253e+03
6.875994e-01,2.011144e+00,2.508596e+05
6.774312e-01,9.822378e+00,1.288876e+03
2.462040e-01,1.406306e+00,7.073441e+05
8.229285e-01,7.639114e+00,1.861366e+03
2.366810e-01,5.767884e+00,2.553428e+05
7.807380e-01,6.780426e+00,5.022960e+03
7.769849e-02,4.041639e+00,7.304977e+05
4.671130e-01,3.380652e+00,2.061509e+05
2.629641e-01,2.028277e+00,5.866282e+05
6.457340e-01,9.828321e+00,1.752904e+03
3.147458e-02,7.296906e+00,7.947982e+05
2.778030e-01,6.670081e+00,1.567711e+05
